price,bedroom,bathroom,area(sqft),country,city,address,purpose,furnishing,completion_status,handover,project_name,propert_type
"2,200,000",2 beds,2 baths,966 sqft, UAE, Dubai, Business Bay,Sale,Furnished,Ready,Q2 2026,MAG 318,Apartment
"1,850,000",2 beds,2 baths,"1,824 sqft", UAE, Dubai, Dubailand,Sale,Unfurnished,Ready,Q3 2025,Al Waha,Apartment
"1,600,000",3 beds,4 baths,"1,979 sqft", UAE, Dubai, DAMAC Hills 2 (Akoya by DAMAC),Sale,Unfurnished,Ready,Q2 2027,Victoria,Townhouse
"1,950,000",4 beds,5 baths,"1,208 sqft", UAE, Dubai, DAMAC Hills 2 (Akoya by DAMAC),Sale,Furnished,Off-Plan,Q3 2027,Violet 4,Townhouse
"4,200,000",3 beds,4 baths,"2,870 sqft", UAE, Dubai, Dubai Marina,Sale,Furnished,Ready,Q3 2027,Trident Bayside,Apartment
"900,000",1 bed,1 bath,576 sqft, UAE, Dubai, Business Bay,Sale,Unfurnished,Ready,Q3 2026,Mayfair Tower,Apartment
"3,100,000",4 beds,5 baths,"2,976 sqft", UAE, Dubai, The Valley by Emaar,Sale,Unfurnished,Off-Plan,Q1 2027,Lillia,Villa
"1,980,000",2 beds,3 baths,991 sqft, UAE, Dubai, Business Bay,Sale,Unfurnished,Ready,Q2 2027,Merano Tower,Apartment
"8,749,999",3 beds,4 baths,"2,018 sqft", UAE, Dubai, Downtown Dubai,Sale,Furnished,Ready,Q4 2024,Majestic Vistas,Apartment
"980,000",1 bed,2 baths,893 sqft, UAE, Dubai, Al Furjan,Sale,Furnished,Ready,Q4 2026,Azizi Roy Mediterranean,Apartment
"3,900,000",3 beds,5 baths,"2,899 sqft", UAE, Dubai, Dubai South,Sale,Unfurnished,Ready,Q4 2024,Dawn by Binghatti,Villa
"975,643",Studio,1 bath,536 sqft, UAE, Dubai, Jumeirah Village Circle (JVC),Sale,Furnished,Off-Plan,Q3 2025,Dusit Princess Rijas,Apartment
"780,000",1 bed,2 baths,806 sqft, UAE, Dubai, Dubai Sports City,Sale,Unfurnished,Ready,Q4 2025,Hillside,Apartment
"1,534,044",2 beds,2 baths,"1,262 sqft", UAE, Dubai, Majan,Sale,Unfurnished,Off-Plan,Q1 2027,Jade Tower,Apartment
"1,220,000",Studio,1 bath,495 sqft, UAE, Dubai, Bukadra,Sale,Unfurnished,Off-Plan,Q4 2027,340 Riverside Crescent,Apartment
"145,000,000",7 beds,9 baths,"16,465 sqft", UAE, Dubai,Palm Jumeirah,Sale,Unfurnished,Ready,Q2 2025,Al Barsha 2,Villa
"919,900",1 bed,2 baths,637 sqft, UAE, Dubai, Dubai Production City (IMPZ),Sale,Unfurnished,Ready,Q4 2024,Dawn by Binghatti,Apartment
"10,022,000",4 beds,4 baths,"3,326 sqft", UAE, Dubai, Dubai Marina,Sale,Unfurnished,Off-Plan,Q2 2028,Six Senses Residences Dubai Marina,Apartment
"2,250,000",2 beds,3 baths,"1,150 sqft", UAE, Dubai, Bukadra,Sale,Unfurnished,Off-Plan,Q4 2027,360 Riverside Crescent,Apartment
"1,825,197",2 beds,3 baths,"1,185 sqft", UAE, Dubai, Arjan,Sale,Furnished,Off-Plan,Q2 2026,Marquis Insignia,Apartment
"1,842,888",2 beds,3 baths,"1,498 sqft", UAE, Dubai, Dubai Sports City,Sale,Unfurnished,Off-Plan,Q4 2027,The Community - Sports Arena,Apartment
"2,306,000",1 bed,2 baths,745 sqft, UAE, Dubai, Business Bay,Sale,Furnished,Off-Plan,Q4 2029,Bayz 102 by Danube,Apartment
"4,900,000",2 beds,3 baths,"2,103 sqft", UAE, Dubai, Business Bay,Sale,Unfurnished,Ready,Q2 2026,Terraces Marasi Drive,Apartment
"2,699,999",3 beds,3 baths,"1,732 sqft", UAE, Dubai, Dubailand,Sale,Unfurnished,Ready,Q4 2025,Petalz By Danube,Townhouse
"900,000",2 beds,2 baths,832 sqft, UAE, Dubai, DAMAC Hills 2 (Akoya by DAMAC),Sale,Furnished,Off-Plan,Q4 2026,ELO,Apartment
"1,290,000",2 beds,3 baths,"1,034 sqft", UAE, Dubai, Majan,Sale,Furnished,Off-Plan,Q2 2027,Forest City Tower,Apartment
"1,200,000",3 beds,4 baths,"1,360 sqft", UAE, Dubai, Dubai Production City (IMPZ),Sale,Unfurnished,Ready,Q1 2025,Gemini Splendor,Apartment
"1,650,000",2 beds,3 baths,"1,140 sqft", UAE, Dubai, Jumeirah Village Circle (JVC),Sale,Furnished,Off-Plan,Q4 2024,Binghatti Tulip,Apartment
"925,000",Studio,1 bath,885 sqft, UAE, Dubai, Business Bay,Sale,Furnished,Ready,Q3 2026,Park Central,Apartment
"2,290,000",1 bed,2 baths,750 sqft, UAE, Dubai, Business Bay,Sale,Furnished,Off-Plan,Q4 2029,Bayz 102 by Danube,Apartment
"3,000,000",1 bed,2 baths,790 sqft, UAE, Dubai, Business Bay,Sale,Unfurnished,Ready,Q4 2026,Trillionaire Residences by Binghatti,Apartment
"1,900,000",4 beds,5 baths,"2,780 sqft", UAE, Dubai, Dubai Investment Park (DIP),Sale,Unfurnished,Off-Plan,Q4 2025,Verdana,Villa
"4,499,999",2 beds,3 baths,"2,038 sqft", UAE, Dubai, Culture Village (Jaddaf Waterfront),Sale,Unfurnished,Ready,Q1 2025,Palazzo Versace,Apartment
"1,399,898",1 bed,2 baths,712 sqft, UAE, Dubai, Business Bay,Sale,Unfurnished,Off-Plan,Q4 2024,Regalia by Deyaar,Apartment
"1,430,000",3 beds,3 baths,"1,868 sqft", UAE, Dubai, Liwan,Sale,Unfurnished,Ready,Q4 2026,SquareX Residence,Apartment
"1,100,000",1 bed,1 bath,487 sqft, UAE, Dubai, Meydan City,Sale,Unfurnished,Ready,Q3 2027,Clearpoint Building 2,Apartment
"2,080,000",2 beds,3 baths,"1,422 sqft", UAE, Dubai, Business Bay,Sale,Furnished,Ready,Q1 2028,DAMAC Sun City,Apartment
"1,799,000",1 bed,2 baths,682 sqft, UAE, Dubai, Business Bay,Sale,Unfurnished,Off-Plan,Q2 2025,Peninsula Three,Apartment
"815,000",1 bed,2 baths,723 sqft, UAE, Dubai, Jumeirah Village Circle (JVC),Sale,Unfurnished,Ready,Q3 2025,JVC District 13,Apartment
"2,300,000",2 beds,3 baths,"1,053 sqft", UAE, Dubai, Sobha Hartland,Sale,Unfurnished,Off-Plan,Q4 2025,Sobha Hartland - The Crest,Apartment
"1,400,000",2 beds,3 baths,"1,330 sqft", UAE, Dubai, Jumeirah Village Circle (JVC),Sale,Unfurnished,Ready,Q1 2025,V Tower,Apartment
"1,786,888",2 beds,3 baths,"1,527 sqft", UAE, Dubai, Dubai Sports City,Sale,Unfurnished,Off-Plan,Q4 2027,The Community - Sports Arena,Apartment
"680,000",Studio,1 bath,328 sqft, UAE, Dubai, Meydan City,Sale,Unfurnished,Ready,Q1 2025,V Tower,Apartment
"1,487,000",2 beds,3 baths,"1,262 sqft", UAE, Dubai, Dubai Production City (IMPZ),Sale,Unfurnished,Off-Plan,Q4 2027,Samana Lake Views 2,Apartment
"1,043,000",1 bed,2 baths,701 sqft, UAE, Dubai, Dubai Investment Park (DIP),Sale,Unfurnished,Off-Plan,Q2 2028,Marine 3,Apartment
"3,200,000",4 beds,5 baths,"3,067 sqft", UAE, Dubai, The Valley by Emaar,Sale,Unfurnished,Off-Plan,Q4 2025,Orania,Townhouse
"1,544,130",2 beds,2 baths,"1,079 sqft", UAE, Dubai, Majan,Sale,Unfurnished,Off-Plan,Q2 2027,Samana Barari Views,Apartment
"4,188,800",1 bed,2 baths,"1,168 sqft", UAE, Dubai, Palm Jumeirah,Sale,Furnished,Off-Plan,Q4 2026,Palm Beach Towers 3,Apartment
"2,900,000",2 beds,3 baths,"1,364 sqft", UAE, Dubai, Dubai Hills Estate,Sale,Unfurnished,Ready,Q2 2025,Azizi Vista,Apartment
"1,252,160",1 bed,2 baths,782 sqft, UAE, Dubai, Dubai Land Residence Complex,Sale,Unfurnished,Off-Plan,Q3 2028,Peace Lagoons by Peace Homes,Apartment
"1,800,000",1 bed,1 bath,696 sqft, UAE, Dubai, Dubai Hills Estate,Sale,Furnished,Off-Plan,Q4 2026,Park Lane Building 1,Apartment
"12,600,000",5 beds,5 baths,"4,250 sqft", UAE, Dubai, Dubai Hills Estate,Sale,Unfurnished,Ready,Q4 2027,Imperial,Villa
"565,000",Studio,1 bath,358 sqft, UAE, Dubai, Dubai Studio City,Sale,Unfurnished,Off-Plan,Q2 2025,Azizi Beach Oasis (Mirage 1),Apartment
"815,000",1 bed,2 baths,723 sqft, UAE, Dubai, Jumeirah Village Circle (JVC),Sale,Unfurnished,Ready,Q3 2025,JVC District 13,Apartment
"1,900,000",2 beds,2 baths,"1,324 sqft", UAE, Dubai, Business Bay,Sale,Furnished,Ready,Q1 2027,Park Central,Apartment
"1,650,000",2 beds,3 baths,"1,140 sqft", UAE, Dubai, Jumeirah Village Circle (JVC),Sale,Furnished,Off-Plan,Q4 2024,Binghatti Tulip,Apartment
"900,000",Studio,1 bath,508 sqft, UAE, Dubai, Business Bay,Sale,Furnished,Ready,Q2 2027,The Cosmopolitan (Damac Maison),Apartment
"7,615,888",3 beds,3 baths,"3,858 sqft", UAE, Dubai, Dubai Hills Estate,Sale,Furnished,Off-Plan,Q3 2028,Parkwood,Apartment
"3,500,000",2 beds,2 baths,"1,227 sqft", UAE, Dubai, Bukadra,Sale,Unfurnished,Off-Plan,Q4 2027,340 Riverside Crescent,Apartment
"1,260,000",2 beds,2 baths,970 sqft, UAE, Dubai, DAMAC Hills 2 (Akoya by DAMAC),Sale,Unfurnished,Off-Plan,Q2 2027,ELO 3,Apartment
"11,000,000",4 beds,5 baths,"3,350 sqft", UAE, Dubai, Dubai Hills Estate,Sale,Unfurnished,Ready,Q1 2026,Club Villas,Villa
"33,460,000",6 beds,6 baths,"11,319 sqft", UAE, Dubai, Tilal Al Ghaf,Sale,Unfurnished,Off-Plan,Q4 2026,Serenity Mansions,Villa
"10,752,888",4 beds,6 baths,"8,241 sqft", UAE, Dubai, The Oasis by Emaar,Sale,Unfurnished,Off-Plan,Q4 2027,Palmiera,Villa
"13,850,000",5 beds,5 baths,"4,689 sqft", UAE, Dubai, Jumeirah Park,Sale,Unfurnished,Ready,Q3 2027,Legacy,Villa
"1,750,000",1 bed,1 bath,614 sqft, UAE, Dubai, Dubai Hills Estate,Sale,Unfurnished,Ready,Q1 2025,Golf Suites,Apartment
"1,650,000",1 bed,2 baths,653 sqft, UAE, Dubai, Dubai Hills Estate,Sale,Unfurnished,Off-Plan,Q3 2026,Park Horizon Tower 2,Apartment
"3,000,000",2 beds,3 baths,"1,450 sqft", UAE, Dubai, Bukadra,Sale,Unfurnished,Off-Plan,Q4 2027,360 Riverside Crescent,Apartment
"3,400,000",3 beds,3 baths,"2,556 sqft", UAE, Dubai, Reem,Sale,Unfurnished,Ready,Q2 2026,Hills Park,Townhouse
"2,150,000",2 beds,3 baths,"1,135 sqft", UAE, Dubai, Jumeirah Village Circle (JVC),Sale,Unfurnished,Ready,Q4 2026,Picadilly Green,Apartment
"3,100,000",2 beds,3 baths,"1,690 sqft", UAE, Dubai, The Springs,Sale,Unfurnished,Ready,Q4 2025,The Springs 14,Villa
"2,623,000",2 beds,2 baths,"2,674 sqft", UAE, Dubai, Dubai Science Park,Sale,Furnished,Off-Plan,Q3 2028,Opalz By Danube,Apartment
"950,000",1 bed,2 baths,633 sqft, UAE, Dubai, Jumeirah Village Circle (JVC),Sale,Unfurnished,Ready,Q4 2026,Elan,Apartment
"10,350,000",3 beds,4 baths,"2,392 sqft", UAE, Dubai, Palm Jumeirah,Sale,Unfurnished,Ready,Q1 2027,The Ponderosa,Apartment
"1,468,144",1 bed,2 baths,699 sqft, UAE, Dubai,Business Bay,Sale,Unfurnished,Off-Plan,Q3 2026,Vue by Crystal Bay,Apartment
"1,600,000",1 bed,1 bath,"1,621 sqft", UAE, Dubai, Jumeirah Village Circle (JVC),Sale,Furnished,Ready,Q1 2028,Bliss,Apartment
"14,750,000",5 beds,5 baths,"4,401 sqft", UAE, Dubai, Arabian Ranches,Sale,Unfurnished,Ready,Q4 2025,Sobha Hartland - The Crest,Villa
"2,700,000",2 beds,4 baths,"1,690 sqft", UAE, Dubai, Jumeirah Lake Towers (JLT),Sale,Unfurnished,Ready,Q2 2026,Green Community West,Apartment
"11,000,000",4 beds,5 baths,"3,350 sqft", UAE, Dubai, Dubai Hills Estate,Sale,Unfurnished,Ready,Q2 2026,Club Villas,Villa
"3,000,000",2 beds,3 baths,"1,450 sqft", UAE, Dubai, Bukadra,Sale,Unfurnished,Off-Plan,Q4 2027,360 Riverside Crescent,Apartment
"2,400,000",2 beds,3 baths,"1,355 sqft", UAE, Dubai, Business Bay,Sale,Furnished,Ready,Q4 2026,Sunset Bay by Imtiaz,Apartment
"2,480,000",1 bed,2 baths,"1,170 sqft", UAE, Dubai, Business Bay,Sale,Furnished,Ready,Q4 2022,SLS Dubai Hotel & Residences,Apartment
"994,356",1 bed,2 baths,764 sqft, UAE, Dubai, Jumeirah Village Circle (JVC),Sale,Unfurnished,Off-Plan,Q4 2025,Olivo Park Residences by Evera,Apartment
"8,850,000",5 beds,6 baths,"5,398 sqft", UAE, Dubai, Palm Jumeirah,Sale,Furnished,Ready,Q1 2029,Parkwood Tower A,Townhouse
"1,500,000",1 bed,2 baths,744 sqft, UAE, Dubai, Dubai Marina,Sale,Unfurnished,Ready,Q2 2028,Marina Heights Tower,Apartment
"1,969,499",1 bed,1 bath,781 sqft, UAE, Dubai, Business Bay,Sale,Unfurnished,Off-Plan,Q2 2026,One by Binghatti,Apartment
"2,050,000",1 bed,1 bath,829 sqft, UAE, Dubai, Business Bay,Sale,Unfurnished,Off-Plan,Q4 2027,Safa Two de Grisogono,Apartment
"1,750,000",1 bed,1 bath,855 sqft, UAE, Dubai, Sobha Hartland,Sale,Unfurnished,Ready,Q3 2025,Creek Vistas Grande,Apartment
"800,000",1 bed,1 bath,542 sqft, UAE, Dubai, Jumeirah Lake Towers (JLT),Sale,Unfurnished,Off-Plan,Q2 2026,Wind Tower I,Apartment
"3,300,000",2 beds,2 baths,"1,141 sqft", UAE, Dubai, Dubai Hills Estate,Sale,Unfurnished,Off-Plan,Q3 2027,Parkside Views,Apartment
"2,450,000",2 beds,3 baths,930 sqft, UAE, Dubai, Bukadra,Sale,Unfurnished,Off-Plan,Q4 2027,360 Riverside Crescent,Apartment
"700,000",Studio,1 bath,356 sqft, UAE, Dubai, Meydan City,Sale,Unfurnished,Ready,Q1 2029,Address Residences,Apartment
"2,000,000",1 bed,1 bath,789 sqft, UAE, Dubai, Dubai Creek Harbour,Sale,Unfurnished,Ready,Q1 2026,Vera Residences,Apartment
"3,650,000",2 beds,3 baths,"2,442 sqft", UAE, Dubai, Dubai Islands,Sale,Unfurnished,Off-Plan,Q4 2026,Seaside by Prestige One,Apartment
"1,991,891",1 bed,2 baths,935 sqft, UAE, Dubai, Bukadra,Sale,Unfurnished,Off-Plan,Q4 2027,340 Riverside Crescent,Apartment
"3,500,000",4 beds,5 baths,"3,416 sqft", UAE, Dubai, Dubai South,Sale,Unfurnished,Ready,Q3 2027,Parkside Views,Villa
"1,699,999",1 bed,2 baths,"1,058 sqft", UAE, Dubai, Dubai Marina,Sale,Unfurnished,Ready,Q2 2028,Ocean Heights,Apartment
"3,100,000",4 beds,5 baths,"2,682 sqft", UAE, Dubai, Arabian Ranches 3,Sale,Unfurnished,Off-Plan,Q4 2026,Anya,Townhouse
"60,808,800",4 beds,6 baths,"15,202 sqft", UAE, Dubai, Palm Jumeirah,Sale,Furnished,Off-Plan,Q4 2026,Palm Beach Towers 3,Apartment
"3,300,000",4 beds,5 baths,"2,172 sqft", UAE, Dubai, Business Bay,Sale,Furnished,Ready,Q4 2024,Elite Business Bay Residence,Apartment
"4,400,000",2 beds,2 baths,"1,309 sqft", UAE, Dubai, Dubai Marina,Sale,Unfurnished,Off-Plan,Q2 2025,LIV Marina,Apartment
"3,650,000",3 beds,3 baths,"2,411 sqft", UAE, Dubai, Al Furjan,Sale,Unfurnished,Ready,Q3 2025,Divine Living,Townhouse
"860,000",1 bed,2 baths,693 sqft, UAE, Dubai, Majan,Sale,Furnished,Off-Plan,Q2 2027,Forest City Tower,Apartment
"830,000",Studio,1 bath,433 sqft, UAE, Dubai, Jumeirah Village Triangle (JVT),Sale,Unfurnished,Off-Plan,Q4 2025,Cavendish Square,Apartment
"820,497",1 bed,2 baths,795 sqft, UAE, Dubai, Dubai Land Residence Complex,Sale,Furnished,Off-Plan,Q4 2027,Samana IVY Gardens 2,Apartment
"1,500,000",1 bed,2 baths,712 sqft, UAE, Dubai, Business Bay,Sale,Unfurnished,Off-Plan,Q4 2024,Regalia by Deyaar,Apartment
"1,650,000",1 bed,2 baths,729 sqft, UAE, Dubai, Dubai Marina,Sale,Unfurnished,Ready,Q3 2026,Panoramic,Apartment
"5,000,000",6 beds,6 baths,"4,581 sqft", UAE, Dubai, DAMAC Hills 2 (Akoya by DAMAC),Sale,Unfurnished,Ready,Q4 2026,Primrose,Villa
"2,000,000",1 bed,2 baths,987 sqft, UAE, Dubai, Business Bay,Sale,Unfurnished,Ready,Q3 2026,Ahad Residences,Apartment
"3,500,000",4 beds,4 baths,"2,408 sqft", UAE, Dubai, Dubai Marina,Sale,Unfurnished,Ready,Q4 2024,Horizon Tower,Apartment
"792,000",Studio,1 bath,548 sqft, UAE, Dubai, Dubai Sports City,Sale,Unfurnished,Off-Plan,Q1 2025,Azizi Grand,Apartment
"1,230,000",1 bed,1 bath,689 sqft, UAE, Dubai, Jumeirah Village Circle (JVC),Sale,Unfurnished,Ready,Q4 2025,Neva Residences,Apartment
"2,750,000",1 bed,1 bath,736 sqft, UAE, Dubai, Za'abeel,Sale,Unfurnished,Off-Plan,Q3 2029,Address Residences Zabeel Tower 1,Apartment
"2,399,777",3 beds,4 baths,"1,750 sqft", UAE, Dubai, Al Furjan,Sale,Unfurnished,Off-Plan,Q3 2026,Evora Residence,Apartment
"3,709,888",2 beds,3 baths,"1,686 sqft", UAE, Dubai, Culture Village (Jaddaf Waterfront),Sale,Unfurnished,Ready,Q4 2024,Palazzo Versace,Apartment
"880,000",Studio,1 bath,375 sqft, UAE, Dubai, Palm Jumeirah,Sale,Furnished,Ready,Q2 2028,Dukes The Palm,Apartment
"945,000",1 bed,2 baths,641 sqft, UAE, Dubai, Jumeirah Village Circle (JVC),Sale,Unfurnished,Ready,Q3 2025,Binghatti Phoenix,Apartment
"1,999,999",2 beds,3 baths,"1,866 sqft", UAE, Dubai, Dubai South,Sale,Unfurnished,Ready,Q1 2027,Oceanz 3,Townhouse
"7,641,420",3 beds,3 baths,"3,049 sqft", UAE, Dubai, Dubai Marina,Sale,Unfurnished,Off-Plan,Q2 2028,Kempinski Residences Marina,Apartment
"570,000",Studio,1 bath,389 sqft, UAE, Dubai, Arjan,Sale,Furnished,Ready,Q1 2026,Miraclz Tower by Danube,Apartment
"560,000",Studio,1 bath,418 sqft, UAE, Dubai, Majan,Sale,Unfurnished,Off-Plan,Q2 2027,Samana Barari Views,Apartment
"1,510,000",3 beds,3 baths,"2,366 sqft", UAE, Dubai, International City,Sale,Furnished,Ready,Q4 2025,Madison Residences Columbus,Townhouse
"3,400,000",4 beds,4 baths,"3,165 sqft", UAE, Dubai, The Valley by Emaar,Sale,Unfurnished,Off-Plan,Q4 2025,Orania,Villa
"1,150,000",1 bed,2 baths,933 sqft, UAE, Dubai, Green Community,Sale,Unfurnished,Ready,Q4 2026,Green Community West,Apartment
"1,085,000",1 bed,1 bath,808 sqft, UAE, Dubai, Majan,Sale,Unfurnished,Ready,Q3 2026,Paradise View 1,Apartment
"610,000",1 bed,1 bath,688 sqft, UAE, Dubai, Jebel Ali,Sale,Furnished,Ready,Q1 2026,Binghatti Hillviews,Apartment
"2,500,000",2 beds,3 baths,950 sqft, UAE, Dubai, Bukadra,Sale,Unfurnished,Off-Plan,Q4 2027,360 Riverside Crescent,Apartment
"2,227,000",3 beds,5 baths,"1,846 sqft", UAE, Dubai, DAMAC Hills 2 (Akoya by DAMAC),Sale,Unfurnished,Ready,Q2 2026,Janusia,Villa
"590,000",Studio,1 bath,364 sqft, UAE, Dubai, Jumeirah Village Circle (JVC),Sale,Unfurnished,Off-Plan,Q4 2025,Levanto,Apartment
"3,000,000",2 beds,2 baths,"1,108 sqft", UAE, Dubai, Dubai Hills Estate,Sale,Unfurnished,Off-Plan,Q2 2028,Palace Residences Building 3,Apartment
"23,000,000",2 beds,3 baths,"2,657 sqft", UAE, Dubai, Palm Jumeirah,Sale,Furnished,Off-Plan,Q4 2026,Armani Beach Residences,Apartment
"1,225,000",1 bed,2 baths,"1,042 sqft", UAE, Dubai, Green Community,Sale,Furnished,Ready,Q4 2026,Morocco,Apartment
"1,900,000",3 beds,4 baths,"2,013 sqft", UAE, Dubai, International City,Sale,Unfurnished,Ready,Q3 2027,May,Townhouse
"9,800,000",5 beds,6 baths,"6,210 sqft", UAE, Dubai, Green Community,Sale,Unfurnished,Ready,Q3 2026,Green Community West,Villa
"1,583,592",1 bed,2 baths,660 sqft, UAE, Dubai, Bukadra,Sale,Unfurnished,Off-Plan,Q4 2027,310 Riverside Crescent,Apartment
"11,000,000",6 beds,7 baths,"5,003 sqft", UAE, Dubai, Nad Al Sheba,Sale,Unfurnished,Ready,Q2 2025,Manam Prime,Villa
"1,600,000",1 bed,2 baths,742 sqft, UAE, Dubai, Bukadra,Sale,Furnished,Off-Plan,Q1 2028,Parkway by Prestige One,Apartment
"2,800,000",3 beds,4 baths,"1,384 sqft", UAE, Dubai, Arabian Ranches 3,Sale,Unfurnished,Ready,Q4 2025,Sun,Townhouse
"750,000",1 bed,1 bath,450 sqft, UAE, Dubai, Jumeirah Lake Towers (JLT),Sale,Furnished,Ready,Q1 2027,Hacienda,Apartment
"1,250,000",2 beds,3 baths,"1,377 sqft", UAE, Dubai, Dubai Silicon Oasis (DSO),Sale,Unfurnished,Ready,Q2 2026,Spring Oasis,Apartment
"3,100,000",3 beds,4 baths,"2,044 sqft", UAE, Dubai, Mudon,Sale,Unfurnished,Ready,Q1 2028,Volta,Townhouse
"7,200,000",3 beds,4 baths,"1,833 sqft", UAE, Dubai, Downtown Dubai,Sale,Furnished,Ready,Q2 2027,Boulevard Point,Apartment
"2,500,000",2 beds,3 baths,950 sqft, UAE, Dubai, Bukadra,Sale,Unfurnished,Off-Plan,Q4 2027,360 Riverside Crescent,Apartment
"2,150,000",2 beds,3 baths,"1,440 sqft", UAE, Dubai, Business Bay,Sale,Unfurnished,Ready,Q2 2026,Society House,Apartment
"1,969,499",1 bed,1 bath,781 sqft, UAE, Dubai, Business Bay,Sale,Unfurnished,Off-Plan,Q2 2026,One by Binghatti,Apartment
"1,489,000",2 beds,3 baths,"1,202 sqft", UAE, Dubai, Jumeirah Village Circle (JVC),Sale,Unfurnished,Off-Plan,Q1 2025,RA1N Residence,Apartment
"2,500,000",2 beds,3 baths,950 sqft, UAE, Dubai, Bukadra,Sale,Unfurnished,Off-Plan,Q4 2027,360 Riverside Crescent,Apartment
"4,200,000",3 beds,4 baths,"2,145 sqft", UAE, Dubai, Dubai Marina,Sale,Furnished,Ready,Q3 2026,23 Marina,Apartment
"1,100,000",Studio,1 bath,333 sqft, UAE, Dubai, Meydan City,Sale,Furnished,Off-Plan,Q1 2025,Azizi Riviera 59 ,Apartment
"1,749,999",Studio,1 bath,377 sqft, UAE, Dubai, Business Bay,Sale,Furnished,Off-Plan,Q2 2028,Bayz 101,Apartment
"718,000",Studio,1 bath,436 sqft, UAE, Dubai, Dubai Production City (IMPZ),Sale,Unfurnished,Off-Plan,Q2 2028,Samana Resorts,Apartment
"33,460,000",6 beds,6 baths,"11,319 sqft", UAE, Dubai, Tilal Al Ghaf,Sale,Unfurnished,Off-Plan,Q4 2026,Serenity Mansions,Villa
"470,000",Studio,1 bath,430 sqft, UAE, Dubai, Dubai Sports City,Sale,Furnished,Ready,Q3 2026,Farm Gardens,Apartment
"620,000",1 bed,1 bath,485 sqft, UAE, Dubai, Dubailand,Sale,Unfurnished,Ready,Q3 2025,Altia One,Apartment
"6,608,000",3 beds,4 baths,"2,573 sqft", UAE, Dubai, Dubai Marina,Sale,Unfurnished,Ready,Q2 2026,DAMAC Heights,Apartment
"5,400,000",2 beds,2 baths,"1,107 sqft", UAE, Dubai, Dubai Harbour,Sale,Unfurnished,Off-Plan,Q1 2028,Seapoint Tower 2,Apartment
"620,000",Studio,1 bath,534 sqft, UAE, Dubai, Dubai Land Residence Complex,Sale,Unfurnished,Off-Plan,Q4 2027,The Boulevard by Prestige One,Apartment
"3,500,000",2 beds,2 baths,"1,244 sqft", UAE, Dubai, Dubai Creek Harbour,Sale,Unfurnished,Off-Plan,Q4 2027,Creek Waters 2,Apartment
"1,420,000",1 bed,1 bath,475 sqft, UAE, Dubai, Dubai Hills Estate,Sale,Unfurnished,Ready,Q4 2024,District One,Apartment
"1,800,000",2 beds,3 baths,"2,498 sqft", UAE, Dubai, Dubai Production City (IMPZ),Sale,Unfurnished,Ready,Q2 2025,Ikarus Building,Apartment
"999,999",1 bed,1 bath,542 sqft, UAE, Dubai, Motor City,Sale,Furnished,Off-Plan,Q4 2028,Sobha Orbis Tower A,Apartment
"1,449,000",1 bed,2 baths,795 sqft, UAE, Dubai, Mohammed Bin Rashid City,Sale,Furnished,Ready,Q1 2029,Tiger Sky Tower,Apartment
"1,300,000",2 beds,2 baths,"1,215 sqft", UAE, Dubai, Barsha Heights (Tecom),Sale,Furnished,Ready,Q4 2026,Al Fahad Tower 2,Apartment
"3,200,000",5 beds,6 baths,"2,370 sqft", UAE, Dubai, DAMAC Lagoons,Sale,Furnished,Off-Plan,Q4 2025,Monte Carlo,Apartment
"1,355,000",Studio,1 bath,197 sqft, UAE, Dubai, Dubai Marina,Sale,Furnished,Off-Plan,Q2 2025,Ciel,Apartment
"22,462,000",6 beds,7 baths,"11,200 sqft", UAE, Dubai, DAMAC Hills,Sale,Furnished,Ready,Q4 2026,Picadilly Green,Villa
"699,999",Studio,1 bath,479 sqft, UAE, Dubai, Business Bay,Sale,Unfurnished,Ready,Q4 2025,Safeer Tower 2,Apartment
"1,100,000",Studio,1 bath,332 sqft, UAE, Dubai, Meydan City,Sale,Furnished,Off-Plan,Q1 2025,Azizi Riviera 59 ,Apartment
"4,188,800",1 bed,2 baths,"1,168 sqft", UAE, Dubai, Palm Jumeirah,Sale,Furnished,Off-Plan,Q4 2026,Palm Beach Towers 3,Apartment
"800,000",1 bed,2 baths,893 sqft, UAE, Dubai, Dubai Sports City,Sale,Unfurnished,Ready,Q4 2026,Stadium Point,Apartment
"1,164,706",1 bed,1 bath,625 sqft, UAE, Dubai, Jumeirah Village Circle (JVC),Sale,Unfurnished,Off-Plan,Q1 2027,Azurline Residences by MAAS Developers ,Apartment
"9,999,999",2 beds,3 baths,"1,848 sqft", UAE, Dubai, Downtown Dubai,Sale,Furnished,Ready,Q1 2025,The Address Downtown Hotel (Lake Hotel),Apartment
"700,000",Studio,1 bath,483 sqft, UAE, Dubai, Jumeirah Village Circle (JVC),Sale,Furnished,Ready,Q2 2027,The Cosmopolitan (Damac Maison),Apartment
"10,380,888",3 beds,3 baths,"1,912 sqft", UAE, Dubai, Dubai Harbour,Sale,Unfurnished,Off-Plan,Q3 2029,The Bristol Emaar Beachfront,Apartment
"1,350,000",1 bed,2 baths,684 sqft, UAE, Dubai, Jumeirah Lake Towers (JLT),Sale,Unfurnished,Ready,Q2 2028,Samana Resorts,Apartment
"4,500,000",3 beds,4 baths,"2,744 sqft", UAE, Dubai, Al Furjan,Sale,Unfurnished,Ready,Q1 2025,Creek Vistas Grande,Townhouse
